ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Herrero_Jauregui_et_al_2013;Peru;Piponiot_et_al_2019;Suriname;Venezuela;number_individuals_ATDN_plots;number_plots_ATDN_plots;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check ITTO_commercial_spp;check ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP 8.5;2050_RCP 2.6_2050_IGS;2050_RCP 2.6_2050_BAU;2050_RCP 8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
963;Tachigali richardiana;Fabaceae;Tachigali;Tul.;http://www.tropicos.org/Name/13033326;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;74;26;9599694;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
964;Talisia carinata;Sapindaceae;Talisia;Radlk.;http://www.tropicos.org/Name/28600495;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;16;9;9175300;7;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;CR;CR;CR;CR;CR;CR;CA;NA;NA
965;Talisia furfuracea;Sapindaceae;Talisia;Sandwith;http://www.tropicos.org/Name/50202460;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;39;25;5421273;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
966;Talisia guianensis;Sapindaceae;Talisia;Aubl.;http://www.tropicos.org/Name/28600885;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;183;26;13977160;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
967;Talisia hemidasya;Sapindaceae;Talisia;Radlk.;http://www.tropicos.org/Name/28600504;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;24;6;13135442;7;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;EN;EN;EN;EN;EN;GS;NA;NA
968;Talisia longifolia;Sapindaceae;Talisia;(Benth.) Radlk.;http://www.tropicos.org/Name/50202461;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;86;34;19688389;7;NA;NA;0;NA;NA;Least Concern;2020;VU;EN;CR;CR;CR;CR;CR;CR;SA;NA;NA
969;Talisia macrophylla;Sapindaceae;Talisia;(Mart.) Radlk.;http://www.tropicos.org/Name/28600551;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;38;30;20141536;7;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
970;Talisia megaphylla;Sapindaceae;Talisia;Sagot ex Radlk.;http://www.tropicos.org/Name/28600508;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;25;18;5202383;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
971;Talisia microphylla;Sapindaceae;Talisia;Uittien;http://www.tropicos.org/Name/50173657;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;70;45;9737416;7;NA;NA;0;NA;NA;NA;NA;VU;EN;CR;CR;CR;CR;CR;CR;GS;NA;NA
972;Talisia mollis;Sapindaceae;Talisia;Kunth ex Cambess.;http://www.tropicos.org/Name/28600509;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;75;28;15310809;7;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;EN;CR;EN;CR;CR;CR;GS;NA;NA
973;Talisia praealta;Sapindaceae;Talisia;Sagot ex Radlk.;http://www.tropicos.org/Name/28600516;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;43;31;4814323;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
974;Talisia simaboides;Sapindaceae;Talisia;K.U. Kramer;http://www.tropicos.org/Name/50202463;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;59;45;6222777;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
975;Talisia sylvatica;Sapindaceae;Talisia;(Aubl.) Radlk.;http://www.tropicos.org/Name/28601471;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;129;15;40378609;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
976;Tapirira guianensis;Anacardiaceae;Tapirira;Aubl.;http://www.tropicos.org/Name/1300281;tree;1;1;1;1;NA;NA;1;NA;1;1;NA;2495;642;900487273;9;1;3;0.24;NA;1;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;SA;NA;NA
977;Tapirira obtusa;Anacardiaceae;Tapirira;(Benth.) J.D. Mitch.;http://www.tropicos.org/Name/1300959;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;572;198;152229773;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
978;Tapura capitulifera;Dichapetalaceae;Tapura;Spruce ex Baill.;http://www.tropicos.org/Name/10600020;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;171;38;16550979;7;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
979;Tapura guianensis;Dichapetalaceae;Tapura;Aubl.;http://www.tropicos.org/Name/10600063;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;682;147;135570057;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;EN;EN;EN;EN;EN;GS;NA;NA
980;Taralea oppositifolia;Fabaceae;Taralea;Aubl.;http://www.tropicos.org/Name/13001913;tree;NA;NA;1;NA;NA;NA;NA;1;1;NA;NA;734;137;321668183;9;NA;NA;0;NA;1;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
981;Terminalia amazonia;Combretaceae;Terminalia;(J.F. Gmel.) Exell;http://www.tropicos.org/Name/8200207;tree;1;1;1;1;NA;1;1;1;1;1;1;588;203;182410231;8;NA;NA;0;NA;1;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
982;Terminalia dichotoma;Combretaceae;Terminalia;G. Mey.;http://www.tropicos.org/Name/8200224;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;416;95;116300371;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;EN;EN;EN;EN;EN;CR;GS;NA;NA
983;Terminalia guyanensis;Combretaceae;Terminalia;Eichler;http://www.tropicos.org/Name/8200091;tree;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;173;59;37300449;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;EN;VU;EN;EN;EN;GS;NA;NA
984;Terminalia lucida;Combretaceae;Terminalia;Hoffmanns. ex Mart. & Zucc.;http://www.tropicos.org/Name/8200453;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;2;521304;6;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;VU;EN;CR;EN;CR;SA;NA;NA
985;Terminalia oblonga;Combretaceae;Terminalia;(Ruiz & Pav.) Steud.;http://www.tropicos.org/Name/8200211;tree;1;NA;NA;1;NA;NA;1;1;1;NA;NA;336;96;154554836;8;NA;NA;0;NA;1;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;WAN;NA;NA
986;Tetragastris altissima;Burseraceae;Tetragastris;(Aubl.) Swart;http://www.worldfloraonline.org/taxon/wfo-0000407655;tree;1;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
987;Tetragastris hostmannii;Burseraceae;Tetragastris;(Engl.) Kuntze;http://www.worldfloraonline.org/taxon/wfo-0000407660;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
988;Tetragastris panamensis;Burseraceae;Tetragastris;(Engl.) Kuntze;http://www.worldfloraonline.org/taxon/wfo-0000407648;tree;NA;NA;NA;NA;NA;NA;1;1;1;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
989;Tetrathylacium macrophyllum;Salicaceae;Tetrathylacium;Poepp.;http://www.tropicos.org/Name/13200480;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;314;57;55456521;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;VU;NA;VU;VU;VU;WAN;NA;NA
990;Theobroma bicolor;Malvaceae;Theobroma;Bonpl.;http://www.tropicos.org/Name/30400668;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;11;4;13231329;7;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
991;Theobroma obovatum;Malvaceae;Theobroma;Klotzsch ex Bernoulli;http://www.tropicos.org/Name/30400775;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;431;97;183152513;8;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;EN;EN;EN;EN;EN;WAN;NA;NA
992;Theobroma subincanum;Malvaceae;Theobroma;Mart.;http://www.tropicos.org/Name/30400596;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3022;577;927361625;9;1;4;0.17;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
993;Thyrsodium guianense;Anacardiaceae;Thyrsodium;Sagot ex Marchand;http://www.tropicos.org/Name/1300237;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;122;40;12793105;7;NA;NA;0;NA;NA;NA;NA;NA;EN;CR;CR;CR;CR;CR;CR;GS;NA;NA
994;Thyrsodium puberulum;Anacardiaceae;Thyrsodium;J.D. Mitch. & Daly;http://www.tropicos.org/Name/1301116;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;90;41;14683979;7;NA;NA;0;NA;NA;Least Concern;2021;NA;VU;EN;CR;EN;CR;CR;CR;GS;NA;NA
995;Thyrsodium spruceanum;Anacardiaceae;Thyrsodium;Benth.;http://www.tropicos.org/Name/1300240;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;652;256;208312401;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;EN;EN;SA;NA;NA
996;Toulicia elliptica;Sapindaceae;Toulicia;Radlk.;http://www.tropicos.org/Name/28600533;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;34;5;13474630;7;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;CR;EN;CR;CR;CR;GS;NA;NA
997;Toulicia guianensis;Sapindaceae;Toulicia;Aubl.;http://www.tropicos.org/Name/28601285;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;777;181;316954770;9;NA;NA;0;NA;NA;Least Concern;2020;VU;EN;VU;VU;VU;EN;EN;CR;GS;NA;NA
998;Toulicia pulvinata;Sapindaceae;Toulicia;Radlk.;http://www.tropicos.org/Name/28600537;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;164;27;60801693;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
999;Tovomita brevistaminea;Clusiaceae;Tovomita;Engl.;http://www.tropicos.org/Name/7801007;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;101;45;23105213;7;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
1000;Tovomita calodictyos;Clusiaceae;Tovomita;Sandwith;http://www.tropicos.org/Name/50162398;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Data Deficient;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1001;Tovomita choisyana;Clusiaceae;Tovomita;Planch. & Triana;http://www.tropicos.org/Name/7800511;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;124;49;67079012;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;VU;VU;EN;EN;EN;EN;CA;NA;NA
1002;Tovomita grata;Clusiaceae;Tovomita;Sandwith;http://www.tropicos.org/Name/50162400;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;178;26;43855344;8;NA;NA;0;NA;NA;Least Concern;2018;VU;EN;VU;VU;EN;CR;EN;CR;SA;NA;NA
1003;Tovomita schomburgkii;Clusiaceae;Tovomita;Planch. & Triana;http://www.tropicos.org/Name/7800456;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;332;71;63853663;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
1004;Tovomita secunda;Clusiaceae;Tovomita;Poepp. ex Planch. & Triana;http://www.tropicos.org/Name/7801075;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;EN;EN;GS;NA;NA
1005;Tovomita umbellata;Clusiaceae;Tovomita;Benth.;http://www.tropicos.org/Name/7800465;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;244;52;289154370;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
1006;Trattinnickia burserifolia;Burseraceae;Trattinnickia;Mart.;http://www.tropicos.org/Name/4700242;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1222;199;1417533392;9;1;3;0.05;NA;1;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
1007;Trattinnickia demerarae;Burseraceae;Trattinnickia;Sandwith;http://www.tropicos.org/Name/4700179;tree;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;79;33;18957342;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1008;Trattinnickia glaziovii;Burseraceae;Trattinnickia;Swart;http://www.tropicos.org/Name/4700401;tree;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;544;112;253421570;8;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
1009;Trattinnickia laxiflora;Burseraceae;Trattinnickia;Swart;http://www.tropicos.org/Name/4700175;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1010;Trattinnickia peruviana;Burseraceae;Trattinnickia;Loes.;http://www.tropicos.org/Name/4700180;tree;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;69;47;24233904;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;NA;NA;NA;VU;VU;VU;WAN;NA;NA
1011;Trattinnickia rhoifolia;Burseraceae;Trattinnickia;Willd.;http://www.tropicos.org/Name/4700177;tree;NA;NA;NA;NA;NA;NA;1;1;1;1;1;609;174;193642791;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
1012;Trema micrantha;Cannabaceae;Trema;(L.) Blume;http://www.tropicos.org/Name/33300067;shrub/ tree;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;70;37;30730683;7;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;CR;EN;EN;CR;CR;GS;NA;NA
1013;Trichilia cipo;Meliaceae;Trichilia;(A. Juss.) C. DC.;http://www.tropicos.org/Name/20400606;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;416;116;261127963;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
1014;Trichilia euneura;Meliaceae;Trichilia;C. DC.;http://www.tropicos.org/Name/20400222;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;36;22;9398612;7;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;EN;EN;EN;CR;CR;CA;NA;NA
1015;Trichilia micrantha;Meliaceae;Trichilia;Benth.;http://www.tropicos.org/Name/20400258;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1279;304;342566215;9;1;4;0.09;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;SA;NA;NA
1016;Trichilia pallida;Meliaceae;Trichilia;Sw.;http://www.tropicos.org/Name/20400274;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;313;106;101346903;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;GS;NA;NA
1017;Trichilia pleeana;Meliaceae;Trichilia;(A. Juss.) C. DC.;http://www.tropicos.org/Name/20400412;tree;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;758;127;320782125;9;1;4;0.12;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
1018;Trichilia quadrijuga;Meliaceae;Trichilia;Kunth;http://www.tropicos.org/Name/20400291;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;901;210;407820735;9;1;4;0.04;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;SA;NA;NA
1019;Trichilia schomburgkii;Meliaceae;Trichilia;C. DC.;http://www.tropicos.org/Name/20400299;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;370;124;139820963;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
1020;Trichilia septentrionalis;Meliaceae;Trichilia;C. DC.;http://www.tropicos.org/Name/20400303;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;664;224;184715040;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
1021;Trichilia surinamensis;Meliaceae;Trichilia;(Miq.) C. DC.;http://www.tropicos.org/Name/20400317;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;328;82;65477939;8;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
1022;Triplaris americana;Polygonaceae;Triplaris;L.;http://www.tropicos.org/Name/26001052;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;379;86;149390109;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
1023;Triplaris dugandii;Polygonaceae;Triplaris;Brandbyge;http://www.tropicos.org/Name/26002646;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;25;13;15606257;7;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;VU;EN;VU;EN;EN;EN;WAN;NA;NA
1024;Triplaris weigeltiana;Polygonaceae;Triplaris;(Rchb.) Kuntze;http://www.tropicos.org/Name/26002628;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1316;116;475678770;9;1;5;0.1;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;GS;NA;NA
1025;Trymatococcus amazonicus;Moraceae;Trymatococcus;Poepp. & Endl.;http://www.tropicos.org/Name/21300370;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;562;235;240056813;8;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;WAN;NA;NA
1026;Unonopsis glaucopetala;Annonaceae;Unonopsis;R.E. Fr.;http://www.tropicos.org/Name/1601738;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;338;61;70339861;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;EN;EN;EN;EN;EN;EN;GS;NA;NA
1027;Unonopsis guatterioides;Annonaceae;Unonopsis;(A. DC.) R.E. Fr.;http://www.tropicos.org/Name/1600468;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;990;223;465346340;9;1;4;0.33;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;VU;GS;NA;NA
1028;Unonopsis stipitata;Annonaceae;Unonopsis;Diels;http://www.tropicos.org/Name/1600479;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;88;47;29694415;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;CA;NA;NA
1029;Urera laciniata;Urticaceae;Urera;Wedd.;http://www.tropicos.org/Name/33400473;shrub/ tree/ subshrub;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;5;1;6318423;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1030;Vallea stipularis;Elaeocarpaceae;Vallea;L. f.;http://www.tropicos.org/Name/11700090;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1031;Vantanea guianensis;Humiriaceae;Vantanea;Aubl.;http://www.tropicos.org/Name/15800048;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;416;154;137876690;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;VU;CA;NA;NA
1032;Vantanea parviflora;Humiriaceae;Vantanea;Lam.;http://www.tropicos.org/Name/15800030;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;699;216;106484368;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;SA;NA;NA
1033;Vatairea erythrocarpa;Fabaceae;Vatairea;(Ducke) Ducke;http://www.tropicos.org/Name/13007147;tree;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;207;102;68011485;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;EN;EN;EN;EN;EN;WAN;NA;NA
1034;Vatairea guianensis;Fabaceae;Vatairea;Aubl.;http://www.tropicos.org/Name/13052723;tree;NA;NA;1;NA;NA;NA;NA;1;1;1;NA;1220;252;445706699;9;1;5;0.18;NA;1;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;GS;NA;NA
1035;Vatairea paraensis;Fabaceae;Vatairea;Ducke;http://www.tropicos.org/Name/13007152;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;93;55;49203116;8;NA;NA;0;NA;1;NA;NA;VU;VU;EN;EN;EN;CR;CR;CR;GS;NA;NA
1036;Vatairea sericea;Fabaceae;Vatairea;(Ducke) Ducke;http://www.tropicos.org/Name/13007153;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;208;79;69556649;8;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1037;Vataireopsis speciosa;Fabaceae;Vataireopsis;Ducke;http://www.tropicos.org/Name/13007158;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;87;31;20996472;7;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
1038;Vataireopsis surinamensis;Fabaceae;Vataireopsis;H.C. Lima;http://www.tropicos.org/Name/13041599;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;23;16;6404795;7;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1039;Virola albidiflora;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/21800170;tree;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;17;7;6137370;7;NA;NA;0;NA;NA;NA;NA;NA;NA;VU;EN;VU;VU;EN;EN;WAN;NA;NA
1040;Virola calophylla;Myristicaceae;Virola;(Spruce) Warb.;http://www.tropicos.org/Name/21800040;tree;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;3108;563;1025897026;9;1;4;0.35;NA;NA;Least Concern;2019;NA;NA;EN;CR;EN;EN;CR;CR;WAN;NA;NA
1041;Virola decorticans;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/21800092;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;34;28;9997372;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
1042;Virola dixonii;Myristicaceae;Virola;Little;http://www.tropicos.org/Name/21800203;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;24;2;576611;6;NA;NA;0;NA;NA;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;WAN;NA;NA
1043;Virola duckei;Myristicaceae;Virola;A.C. Sm.;http://www.tropicos.org/Name/21800183;tree;NA;NA;1;1;NA;NA;1;NA;1;NA;NA;391;111;112141589;8;NA;NA;0;NA;1;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;NA;NA
1044;Virola elongata;Myristicaceae;Virola;(Benth.) Warb.;http://www.tropicos.org/Name/21800129;tree;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;1884;343;816456489;9;1;3;0.06;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
1045;Virola flexuosa;Myristicaceae;Virola;A.C. Sm.;http://www.tropicos.org/Name/21800094;tree;1;NA;1;NA;NA;NA;1;1;NA;NA;NA;301;111;126801876;8;NA;NA;0;NA;1;Least Concern;2019;NA;NA;NA;NA;NA;VU;VU;VU;WAN;NA;NA
1046;Virola kwatae;Myristicaceae;Virola;Sabatier;http://www.tropicos.org/Name/50162475;tree;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;68;26;15477601;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1047;Virola loretensis;Myristicaceae;Virola;A.C. Sm.;http://www.tropicos.org/Name/21800095;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;51;19;18217732;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;EN;WAN;NA;NA
1048;Virola michelii;Myristicaceae;Virola;Heckel;http://www.tropicos.org/Name/21800215;tree;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;3366;414;609435309;9;1;4;0.24;NA;1;Least Concern;2020;VU;EN;EN;EN;CR;CR;CR;CR;SA;NA;NA
1049;Virola mollissima;Myristicaceae;Virola;(Poepp. ex A. DC.) Warb.;http://www.tropicos.org/Name/21800052;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;287;137;107957213;8;NA;NA;0;NA;NA;Least Concern;2021;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
1050;Virola multicostata;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/50105385;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;119;63;39287041;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;EN;VU;VU;EN;EN;CA;NA;NA
